Latitud,Longitud,Valor_Sentinel,Temp_ERA5_(K),Factor_Error_(%)
1611640.0,321480.0,1.0,296.22,56.07
1611640.0,325640.0,1.0,295.59,50.83
1611640.0,329800.0,1.0,295.12,46.86
1611640.0,333960.0,1.0,294.8,44.14
1611640.0,338120.0,1.0,294.87,44.73
1611640.0,342280.0,1.0,295.03,46.06
1611640.0,346440.0,1.0,294.99,45.78
1611640.0,350600.0,1.0,294.9,45.03
1611640.0,354760.0,1.0,294.33,40.22
1611640.0,358920.0,1.0,293.56,33.73
1611640.0,363080.0,1.0,292.64,25.94
1611640.0,367240.0,1.0,291.53,16.61
1611640.0,371400.0,1.0,290.79,10.38
1611640.0,375560.0,1.0,290.09,4.52
1611640.0,379720.0,1.0,289.69,1.19
1611640.0,383880.0,1.0,289.63,0.63
1611640.0,388040.0,1.0,289.58,0.28
1611640.0,392200.0,1.0,289.67,0.96
1611640.0,396360.0,1.0,289.99,3.66
1611640.0,400520.0,1.0,290.38,6.96
1611640.0,404680.0,1.0,290.84,10.82
1611640.0,408840.0,1.0,291.48,16.25
1611640.0,413000.0,1.0,291.99,20.48
1611640.0,417160.0,1.0,292.38,23.79
1611640.0,421320.0,1.0,292.51,24.84
1607480.0,138440.0,1.0,295.67,51.45
1607480.0,142600.0,1.0,295.66,51.41
1607480.0,146760.0,1.0,295.63,51.15
1607480.0,150920.0,1.0,295.59,50.83
1607480.0,155080.0,1.0,295.48,49.88
1607480.0,159240.0,1.0,295.35,48.75
1607480.0,163400.0,1.0,295.2,47.52
1607480.0,167560.0,1.0,295.04,46.17
1607480.0,171720.0,1.0,294.95,45.38
1607480.0,175880.0,1.0,294.86,44.63
1607480.0,180040.0,1.0,294.83,44.37
1607480.0,184200.0,1.0,294.82,44.28
1607480.0,188360.0,1.0,294.74,43.66
1607480.0,192520.0,1.0,294.67,43.02
1607480.0,196680.0,1.0,294.58,42.25
1607480.0,200840.0,1.0,294.45,41.18
1607480.0,205000.0,1.0,294.4,40.82
1607480.0,209160.0,1.0,294.57,42.22
1607480.0,213320.0,1.0,294.84,44.46
1607480.0,217480.0,1.0,295.24,47.83
1607480.0,221640.0,1.0,295.59,50.83
1607480.0,225800.0,1.0,295.89,53.28
1607480.0,229960.0,1.0,296.25,56.34
1607480.0,234120.0,1.0,296.44,57.95
1607480.0,238280.0,1.0,296.69,60.05
1607480.0,242440.0,1.0,296.97,62.42
1607480.0,246600.0,1.0,297.19,64.26
1607480.0,250760.0,1.0,297.53,67.07
1607480.0,254920.0,1.0,297.81,69.47
1607480.0,259080.0,1.0,297.96,70.69
1607480.0,263240.0,1.0,297.92,70.36
1607480.0,267400.0,1.0,297.71,68.59
1607480.0,271560.0,1.0,297.38,65.88
1607480.0,275720.0,1.0,297.1,63.45
1607480.0,279880.0,1.0,296.81,61.09
1607480.0,284040.0,1.0,296.57,59.01
1607480.0,288200.0,1.0,296.47,58.18
1607480.0,292360.0,1.0,296.52,58.65
1607480.0,296520.0,1.0,296.74,60.47
1607480.0,300680.0,1.0,296.99,62.58
1607480.0,304840.0,1.0,297.18,64.18
1607480.0,309000.0,1.0,297.25,64.78
1607480.0,313160.0,1.0,297.05,63.08
1607480.0,317320.0,1.0,296.7,60.14
1607480.0,321480.0,1.0,296.19,55.86
1607480.0,325640.0,1.0,295.57,50.6
1607480.0,329800.0,1.0,295.09,46.62
1607480.0,333960.0,1.0,294.77,43.89
1607480.0,338120.0,1.0,294.84,44.49
1607480.0,342280.0,1.0,295.0,45.85
1607480.0,346440.0,1.0,294.97,45.59
1607480.0,350600.0,1.0,294.88,44.85
1607480.0,354760.0,1.0,294.31,40.03
1607480.0,358920.0,1.0,293.54,33.53
1607480.0,363080.0,1.0,292.61,25.71
1607480.0,367240.0,1.0,291.5,16.35
1607480.0,371400.0,1.0,290.75,10.12
1607480.0,375560.0,1.0,290.06,4.26
1607480.0,379720.0,1.0,289.67,0.96
1607480.0,383880.0,1.0,289.6,0.41
1607480.0,388040.0,1.0,289.56,0.07
1607480.0,392200.0,1.0,289.64,0.75
1607480.0,396360.0,1.0,289.96,3.44
1607480.0,400520.0,1.0,290.35,6.73
1607480.0,404680.0,1.0,290.81,10.57
1607480.0,408840.0,1.0,291.45,16.0
1607480.0,413000.0,1.0,291.96,20.24
1607480.0,417160.0,1.0,292.35,23.56
1607480.0,421320.0,1.0,292.48,24.62
1603320.0,138440.0,1.0,295.88,53.23
1603320.0,142600.0,1.0,295.87,53.18
1603320.0,146760.0,1.0,295.84,52.87
1603320.0,150920.0,1.0,295.79,52.48
1603320.0,155080.0,1.0,295.66,51.36
1603320.0,159240.0,1.0,295.5,50.05
1603320.0,163400.0,1.0,295.33,48.63
1603320.0,167560.0,1.0,295.15,47.09
1603320.0,171720.0,1.0,295.04,46.2
1603320.0,175880.0,1.0,294.94,45.34
1603320.0,180040.0,1.0,294.91,45.04
1603320.0,184200.0,1.0,294.89,44.89
1603320.0,188360.0,1.0,294.79,44.04
1603320.0,192520.0,1.0,294.68,43.14
1603320.0,196680.0,1.0,294.56,42.14
1603320.0,200840.0,1.0,294.42,40.99
1603320.0,205000.0,1.0,294.38,40.63
1603320.0,209160.0,1.0,294.54,41.95
1603320.0,213320.0,1.0,294.79,44.09
1603320.0,217480.0,1.0,295.19,47.4
1603320.0,221640.0,1.0,295.54,50.4
1603320.0,225800.0,1.0,295.84,52.92
1603320.0,229960.0,1.0,296.22,56.07
1603320.0,234120.0,1.0,296.42,57.79
1603320.0,238280.0,1.0,296.68,59.97
1603320.0,242440.0,1.0,296.96,62.34
1603320.0,246600.0,1.0,297.18,64.15
1603320.0,250760.0,1.0,297.51,66.92
1603320.0,254920.0,1.0,297.79,69.26
1603320.0,259080.0,1.0,297.93,70.5
1603320.0,263240.0,1.0,297.91,70.3
1603320.0,267400.0,1.0,297.72,68.71
1603320.0,271560.0,1.0,297.41,66.13
1603320.0,275720.0,1.0,297.13,63.71
1603320.0,279880.0,1.0,296.85,61.38
1603320.0,284040.0,1.0,296.62,59.45
1603320.0,288200.0,1.0,296.54,58.78
1603320.0,292360.0,1.0,296.61,59.37
1603320.0,296520.0,1.0,296.82,61.17
1603320.0,300680.0,1.0,297.08,63.29
1603320.0,304840.0,1.0,297.28,65.03
1603320.0,309000.0,1.0,297.37,65.8
1603320.0,313160.0,1.0,297.2,64.32
1603320.0,317320.0,1.0,296.87,61.53
1603320.0,321480.0,1.0,296.37,57.37
1603320.0,325640.0,1.0,295.77,52.28
1603320.0,329800.0,1.0,295.31,48.4
1603320.0,333960.0,1.0,294.98,45.69
1603320.0,338120.0,1.0,295.04,46.18
1603320.0,342280.0,1.0,295.18,47.38
1603320.0,346440.0,1.0,295.14,46.98
1603320.0,350600.0,1.0,295.04,46.16
1603320.0,354760.0,1.0,294.47,41.37
1603320.0,358920.0,1.0,293.72,35.02
1603320.0,363080.0,1.0,292.81,27.39
1603320.0,367240.0,1.0,291.71,18.18
1603320.0,371400.0,1.0,290.98,11.99
1603320.0,375560.0,1.0,290.28,6.1
1603320.0,379720.0,1.0,289.87,2.66
1603320.0,383880.0,1.0,289.79,1.97
1603320.0,388040.0,1.0,289.74,1.56
1603320.0,392200.0,1.0,289.82,2.27
1603320.0,396360.0,1.0,290.15,5.03
1603320.0,400520.0,1.0,290.55,8.43
1603320.0,404680.0,1.0,291.02,12.36
1603320.0,408840.0,1.0,291.67,17.8
1603320.0,413000.0,1.0,292.16,21.97
1603320.0,417160.0,1.0,292.55,25.22
1603320.0,421320.0,1.0,292.67,26.26
1599160.0,138440.0,1.0,296.32,56.97
1599160.0,142600.0,1.0,296.32,56.9
1599160.0,146760.0,1.0,296.26,56.47
1599160.0,150920.0,1.0,296.2,55.91
1599160.0,155080.0,1.0,296.02,54.41
1599160.0,159240.0,1.0,295.81,52.66
1599160.0,163400.0,1.0,295.59,50.79
1599160.0,167560.0,1.0,295.36,48.83
1599160.0,171720.0,1.0,295.23,47.75
1599160.0,175880.0,1.0,295.11,46.73
1599160.0,180040.0,1.0,295.07,46.45
1599160.0,184200.0,1.0,295.06,46.29
1599160.0,188360.0,1.0,294.9,45.01
1599160.0,192520.0,1.0,294.73,43.53
1599160.0,196680.0,1.0,294.55,42.02
1599160.0,200840.0,1.0,294.4,40.76
1599160.0,205000.0,1.0,294.36,40.48
1599160.0,209160.0,1.0,294.5,41.62
1599160.0,213320.0,1.0,294.72,43.5
1599160.0,217480.0,1.0,295.09,46.61
1599160.0,221640.0,1.0,295.45,49.57
1599160.0,225800.0,1.0,295.76,52.18
1599160.0,229960.0,1.0,296.15,55.51
1599160.0,234120.0,1.0,296.38,57.42
1599160.0,238280.0,1.0,296.66,59.75
1599160.0,242440.0,1.0,296.94,62.13
1599160.0,246600.0,1.0,297.14,63.84
1599160.0,250760.0,1.0,297.46,66.53
1599160.0,254920.0,1.0,297.73,68.76
1599160.0,259080.0,1.0,297.88,70.06
1599160.0,263240.0,1.0,297.9,70.19
1599160.0,267400.0,1.0,297.75,68.98
1599160.0,271560.0,1.0,297.48,66.66
1599160.0,275720.0,1.0,297.18,64.19
1599160.0,279880.0,1.0,296.91,61.88
1599160.0,284040.0,1.0,296.72,60.29
1599160.0,288200.0,1.0,296.69,60.01
1599160.0,292360.0,1.0,296.79,60.89
1599160.0,296520.0,1.0,297.0,62.66
1599160.0,300680.0,1.0,297.26,64.81
1599160.0,304840.0,1.0,297.51,66.93
1599160.0,309000.0,1.0,297.65,68.14
1599160.0,313160.0,1.0,297.53,67.14
1599160.0,317320.0,1.0,297.23,64.61
1599160.0,321480.0,1.0,296.76,60.64
1599160.0,325640.0,1.0,296.19,55.84
1599160.0,329800.0,1.0,295.75,52.15
1599160.0,333960.0,1.0,295.43,49.44
1599160.0,338120.0,1.0,295.46,49.72
1599160.0,342280.0,1.0,295.57,50.62
1599160.0,346440.0,1.0,295.49,49.95
1599160.0,350600.0,1.0,295.38,48.98
1599160.0,354760.0,1.0,294.81,44.25
1599160.0,358920.0,1.0,294.09,38.19
1599160.0,363080.0,1.0,293.23,30.91
1599160.0,367240.0,1.0,292.15,21.89
1599160.0,371400.0,1.0,291.42,15.73
1599160.0,375560.0,1.0,290.7,9.65
1599160.0,379720.0,1.0,290.25,5.85
1599160.0,383880.0,1.0,290.12,4.79
1599160.0,388040.0,1.0,290.05,4.22
1599160.0,392200.0,1.0,290.15,5.0
1599160.0,396360.0,1.0,290.5,7.98
1599160.0,400520.0,1.0,290.94,11.67
1599160.0,404680.0,1.0,291.44,15.87
1599160.0,408840.0,1.0,292.1,21.43
1599160.0,413000.0,1.0,292.59,25.53
1599160.0,417160.0,1.0,292.96,28.67
1599160.0,421320.0,1.0,293.08,29.7
1595000.0,138440.0,1.0,296.84,61.31
1595000.0,142600.0,1.0,296.83,61.23
1595000.0,146760.0,1.0,296.76,60.63
1595000.0,150920.0,1.0,296.67,59.88
1595000.0,155080.0,1.0,296.43,57.89
1595000.0,159240.0,1.0,296.16,55.58
1595000.0,167560.0,1.0,295.58,50.69
1595000.0,171720.0,1.0,295.42,49.4
1595000.0,175880.0,1.0,295.29,48.24
1595000.0,180040.0,1.0,295.27,48.1
1595000.0,184200.0,1.0,295.26,48.02
1595000.0,188360.0,1.0,295.05,46.28
1595000.0,192520.0,1.0,294.79,44.1
1595000.0,196680.0,1.0,294.54,42.0
1595000.0,200840.0,1.0,294.39,40.67
1595000.0,205000.0,1.0,294.37,40.51
1595000.0,209160.0,1.0,294.48,41.45
1595000.0,213320.0,1.0,294.66,42.99
1595000.0,217480.0,1.0,295.0,45.82
1595000.0,221640.0,1.0,295.34,48.68
1595000.0,225800.0,1.0,295.66,51.36
1595000.0,229960.0,1.0,296.07,54.83
1595000.0,234120.0,1.0,296.32,56.96
1595000.0,238280.0,1.0,296.62,59.45
1595000.0,242440.0,1.0,296.9,61.81
1595000.0,246600.0,1.0,297.09,63.42
1595000.0,250760.0,1.0,297.4,66.01
1595000.0,254920.0,1.0,297.65,68.14
1595000.0,259080.0,1.0,297.82,69.53
1595000.0,263240.0,1.0,297.88,70.05
1595000.0,267400.0,1.0,297.79,69.32
1595000.0,271560.0,1.0,297.55,67.29
1595000.0,275720.0,1.0,297.24,64.7
1595000.0,279880.0,1.0,296.97,62.37
1595000.0,284040.0,1.0,296.82,61.18
1595000.0,288200.0,1.0,296.85,61.39
1595000.0,292360.0,1.0,297.0,62.66
1595000.0,296520.0,1.0,297.21,64.39
1595000.0,300680.0,1.0,297.47,66.61
1595000.0,304840.0,1.0,297.78,69.23
1595000.0,309000.0,1.0,298.0,71.04
1595000.0,313160.0,1.0,297.95,70.63
1595000.0,317320.0,1.0,297.68,68.34
1595000.0,321480.0,1.0,297.22,64.52
1595000.0,325640.0,1.0,296.68,59.99
1595000.0,329800.0,1.0,296.27,56.49
1595000.0,333960.0,1.0,295.94,53.77
1595000.0,338120.0,1.0,295.95,53.82
1595000.0,342280.0,1.0,296.02,54.41
1595000.0,346440.0,1.0,295.91,53.46
1595000.0,350600.0,1.0,295.77,52.33
1595000.0,354760.0,1.0,295.22,47.65
1595000.0,358920.0,1.0,294.53,41.9
1595000.0,363080.0,1.0,293.71,34.96
1595000.0,367240.0,1.0,292.65,26.1
1595000.0,371400.0,1.0,291.92,19.88
1595000.0,375560.0,1.0,291.16,13.5
1595000.0,379720.0,1.0,290.65,9.2
1595000.0,383880.0,1.0,290.46,7.67
1595000.0,388040.0,1.0,290.37,6.88
1595000.0,392200.0,1.0,290.47,7.76
1595000.0,396360.0,1.0,290.86,11.04
1595000.0,400520.0,1.0,291.35,15.13
1595000.0,404680.0,1.0,291.89,19.7
1595000.0,408840.0,1.0,292.58,25.51
1595000.0,413000.0,1.0,293.07,29.58
1595000.0,417160.0,1.0,293.44,32.67
1595000.0,421320.0,1.0,293.56,33.7
1590840.0,138440.0,1.0,297.42,66.17
1590840.0,142600.0,1.0,297.41,66.06
1590840.0,146760.0,1.0,297.32,65.31
1590840.0,150920.0,1.0,297.2,64.35
1590840.0,155080.0,1.0,296.91,61.87
1590840.0,159240.0,1.0,296.57,59.01
1590840.0,163400.0,1.0,296.21,56.03
1590840.0,167560.0,1.0,295.85,53.02
1590840.0,171720.0,1.0,295.67,51.47
1590840.0,175880.0,1.0,295.5,50.08
1590840.0,180040.0,1.0,295.49,49.93
1590840.0,184200.0,1.0,295.47,49.81
1590840.0,188360.0,1.0,295.2,47.49
1590840.0,192520.0,1.0,294.85,44.57
1590840.0,196680.0,1.0,294.52,41.81
1590840.0,200840.0,1.0,294.35,40.32
1590840.0,205000.0,1.0,294.33,40.23
1590840.0,209160.0,1.0,294.42,40.93
1590840.0,213320.0,1.0,294.56,42.16
1590840.0,217480.0,1.0,294.87,44.76
1590840.0,221640.0,1.0,295.21,47.58
1590840.0,225800.0,1.0,295.54,50.39
1590840.0,229960.0,1.0,295.98,54.1
1590840.0,234120.0,1.0,296.27,56.49
1590840.0,238280.0,1.0,296.59,59.17
1590840.0,242440.0,1.0,296.87,61.55
1590840.0,246600.0,1.0,297.05,63.05
1590840.0,250760.0,1.0,297.34,65.52
1590840.0,254920.0,1.0,297.58,67.51
1590840.0,259080.0,1.0,297.75,68.97
1590840.0,263240.0,1.0,297.86,69.9
1590840.0,267400.0,1.0,297.83,69.66
1590840.0,271560.0,1.0,297.63,67.98
1590840.0,275720.0,1.0,297.32,65.34
1590840.0,279880.0,1.0,297.05,63.06
1590840.0,284040.0,1.0,296.96,62.29
1590840.0,288200.0,1.0,297.04,63.0
1590840.0,292360.0,1.0,297.24,64.64
1590840.0,296520.0,1.0,297.44,66.32
1590840.0,300680.0,1.0,297.7,68.57
1590840.0,304840.0,1.0,298.07,71.66
1590840.0,309000.0,1.0,298.35,74.01
1590840.0,313160.0,1.0,298.38,74.22
1590840.0,317320.0,1.0,298.14,72.28
1590840.0,321480.0,1.0,297.72,68.73
1590840.0,325640.0,1.0,297.23,64.6
1590840.0,329800.0,1.0,296.85,61.35
1590840.0,333960.0,1.0,296.52,58.64
1590840.0,338120.0,1.0,296.5,58.42
1590840.0,342280.0,1.0,296.52,58.6
1590840.0,346440.0,1.0,296.37,57.31
1590840.0,350600.0,1.0,296.21,55.97
1590840.0,354760.0,1.0,295.66,51.37
1590840.0,358920.0,1.0,295.02,46.01
1590840.0,363080.0,1.0,294.25,39.54
1590840.0,367240.0,1.0,293.23,30.96
1590840.0,371400.0,1.0,292.5,24.8
1590840.0,375560.0,1.0,291.72,18.22
1590840.0,379720.0,1.0,291.15,13.47
1590840.0,383880.0,1.0,290.92,11.48
1590840.0,388040.0,1.0,290.8,10.49
1590840.0,392200.0,1.0,290.91,11.46
1590840.0,396360.0,1.0,291.34,15.01
1590840.0,400520.0,1.0,291.86,19.45
1590840.0,404680.0,1.0,292.45,24.35
1590840.0,408840.0,1.0,293.15,30.28
1590840.0,413000.0,1.0,293.62,34.23
1590840.0,417160.0,1.0,293.97,37.17
1590840.0,421320.0,1.0,294.09,38.18
1586680.0,138440.0,1.0,298.05,71.47
1586680.0,142600.0,1.0,298.03,71.34
1586680.0,146760.0,1.0,297.93,70.44
1586680.0,150920.0,1.0,297.79,69.31
1586680.0,155080.0,1.0,297.45,66.43
1586680.0,159240.0,1.0,297.06,63.15
1586680.0,163400.0,1.0,296.65,59.71
1586680.0,167560.0,1.0,296.23,56.18
1586680.0,171720.0,1.0,296.01,54.33
1586680.0,175880.0,1.0,295.79,52.45
1586680.0,180040.0,1.0,295.72,51.91
1586680.0,184200.0,1.0,295.66,51.36
1586680.0,188360.0,1.0,295.29,48.25
1586680.0,192520.0,1.0,294.86,44.63
1586680.0,196680.0,1.0,294.45,41.18
1586680.0,200840.0,1.0,294.23,39.33
1586680.0,205000.0,1.0,294.2,39.12
1586680.0,209160.0,1.0,294.25,39.56
1586680.0,213320.0,1.0,294.38,40.61
1586680.0,217480.0,1.0,294.69,43.18
1586680.0,221640.0,1.0,295.04,46.14
1586680.0,225800.0,1.0,295.4,49.22
1586680.0,229960.0,1.0,295.89,53.33
1586680.0,234120.0,1.0,296.22,56.1
1586680.0,238280.0,1.0,296.57,59.05
1586680.0,242440.0,1.0,296.86,61.5
1586680.0,246600.0,1.0,297.03,62.87
1586680.0,250760.0,1.0,297.3,65.21
1586680.0,254920.0,1.0,297.52,67.01
1586680.0,259080.0,1.0,297.69,68.48
1586680.0,263240.0,1.0,297.84,69.73
1586680.0,267400.0,1.0,297.87,69.94
1586680.0,271560.0,1.0,297.72,68.71
1586680.0,275720.0,1.0,297.43,66.23
1586680.0,279880.0,1.0,297.18,64.16
1586680.0,284040.0,1.0,297.14,63.82
1586680.0,288200.0,1.0,297.27,64.88
1586680.0,292360.0,1.0,297.49,66.77
1586680.0,296520.0,1.0,297.68,68.38
1586680.0,300680.0,1.0,297.95,70.61
1586680.0,304840.0,1.0,298.34,73.92
1586680.0,309000.0,1.0,298.66,76.57
1586680.0,313160.0,1.0,298.75,77.37
1586680.0,317320.0,1.0,298.58,75.98
1586680.0,321480.0,1.0,298.23,73.0
1586680.0,325640.0,1.0,297.82,69.53
1586680.0,329800.0,1.0,297.48,66.68
1586680.0,333960.0,1.0,297.16,64.03
1586680.0,338120.0,1.0,297.09,63.43
1586680.0,342280.0,1.0,297.05,63.06
1586680.0,346440.0,1.0,296.84,61.3
1586680.0,350600.0,1.0,296.65,59.69
1586680.0,354760.0,1.0,296.12,55.21
1586680.0,358920.0,1.0,295.54,50.38
1586680.0,363080.0,1.0,294.85,44.61
1586680.0,367240.0,1.0,293.91,36.66
1586680.0,371400.0,1.0,293.22,30.83
1586680.0,375560.0,1.0,292.45,24.39
1586680.0,379720.0,1.0,291.86,19.46
1586680.0,383880.0,1.0,291.59,17.15
1586680.0,388040.0,1.0,291.46,16.02
1586680.0,392200.0,1.0,291.58,17.03
1586680.0,396360.0,1.0,292.01,20.68
1586680.0,400520.0,1.0,292.56,25.29
1586680.0,404680.0,1.0,293.15,30.29
1586680.0,408840.0,1.0,293.83,36.02
1586680.0,413000.0,1.0,294.26,39.56
1586680.0,417160.0,1.0,294.56,42.14
1586680.0,421320.0,1.0,294.67,43.06
1582520.0,167560.0,1.0,296.66,59.83
1582520.0,171720.0,1.0,296.41,57.65
1582520.0,175880.0,1.0,296.09,55.0
1582520.0,180040.0,1.0,295.92,53.58
1582520.0,184200.0,1.0,295.75,52.13
1582520.0,188360.0,1.0,295.26,48.03
1582520.0,192520.0,1.0,294.77,43.91
1582520.0,196680.0,1.0,294.29,39.82
1582520.0,200840.0,1.0,293.99,37.31
1582520.0,205000.0,1.0,293.91,36.7
1582520.0,209160.0,1.0,293.94,36.92
1582520.0,213320.0,1.0,294.08,38.05
1582520.0,217480.0,1.0,294.42,40.98
1582520.0,221640.0,1.0,294.82,44.35
1582520.0,225800.0,1.0,295.25,47.9
1582520.0,229960.0,1.0,295.81,52.65
1582520.0,234120.0,1.0,296.2,55.88
1582520.0,238280.0,1.0,296.59,59.21
1582520.0,242440.0,1.0,296.9,61.8
1582520.0,246600.0,1.0,297.05,63.09
1582520.0,250760.0,1.0,297.31,65.3
1582520.0,254920.0,1.0,297.5,66.89
1582520.0,259080.0,1.0,297.67,68.3
1582520.0,263240.0,1.0,297.84,69.7
1582520.0,267400.0,1.0,297.9,70.21
1582520.0,271560.0,1.0,297.81,69.46
1582520.0,275720.0,1.0,297.57,67.41
1582520.0,279880.0,1.0,297.37,65.75
1582520.0,284040.0,1.0,297.37,65.75
1582520.0,288200.0,1.0,297.51,66.94
1582520.0,292360.0,1.0,297.74,68.89
1582520.0,296520.0,1.0,297.92,70.42
1582520.0,300680.0,1.0,298.17,72.52
1582520.0,304840.0,1.0,298.55,75.67
1582520.0,309000.0,1.0,298.85,78.19
1582520.0,313160.0,1.0,298.99,79.38
1582520.0,317320.0,1.0,298.91,78.71
1582520.0,321480.0,1.0,298.66,76.61
1582520.0,325640.0,1.0,298.35,74.01
1582520.0,329800.0,1.0,298.07,71.67
1582520.0,333960.0,1.0,297.77,69.11
1582520.0,338120.0,1.0,297.64,68.08
1582520.0,342280.0,1.0,297.52,67.04
1582520.0,346440.0,1.0,297.25,64.75
1582520.0,350600.0,1.0,297.02,62.84
1582520.0,354760.0,1.0,296.52,58.57
1582520.0,358920.0,1.0,296.02,54.38
1582520.0,363080.0,1.0,295.44,49.53
1582520.0,367240.0,1.0,294.61,42.56
1582520.0,371400.0,1.0,294.0,37.39
1582520.0,375560.0,1.0,293.29,31.46
1582520.0,379720.0,1.0,292.73,26.72
1582520.0,383880.0,1.0,292.44,24.31
1582520.0,388040.0,1.0,292.3,23.15
1582520.0,392200.0,1.0,292.42,24.11
1582520.0,396360.0,1.0,292.83,27.6
1582520.0,400520.0,1.0,293.36,32.07
1582520.0,404680.0,1.0,293.93,36.84
1582520.0,408840.0,1.0,294.54,41.94
1582520.0,413000.0,1.0,294.88,44.78
1582520.0,417160.0,1.0,295.11,46.77
1582520.0,421320.0,1.0,295.2,47.52
1578360.0,167560.0,1.0,296.99,62.54
1578360.0,171720.0,1.0,296.7,60.1
1578360.0,175880.0,1.0,296.29,56.65
1578360.0,180040.0,1.0,295.99,54.16
1578360.0,184200.0,1.0,295.69,51.66
1578360.0,188360.0,1.0,295.1,46.7
1578360.0,192520.0,1.0,294.59,42.37
1578360.0,196680.0,1.0,294.05,37.86
1578360.0,200840.0,1.0,293.66,34.58
1578360.0,205000.0,1.0,293.52,33.4
1578360.0,209160.0,1.0,293.54,33.51
1578360.0,213320.0,1.0,293.72,35.03
1578360.0,217480.0,1.0,294.15,38.65
1578360.0,221640.0,1.0,294.62,42.64
1578360.0,234120.0,1.0,296.2,55.92
1578360.0,238280.0,1.0,296.64,59.61
1578360.0,242440.0,1.0,296.97,62.43
1578360.0,246600.0,1.0,297.13,63.71
1578360.0,250760.0,1.0,297.38,65.88
1578360.0,254920.0,1.0,297.56,67.35
1578360.0,259080.0,1.0,297.71,68.66
1578360.0,263240.0,1.0,297.88,70.02
1578360.0,267400.0,1.0,297.94,70.58
1578360.0,271560.0,1.0,297.89,70.18
1578360.0,275720.0,1.0,297.71,68.64
1578360.0,279880.0,1.0,297.57,67.45
1578360.0,284040.0,1.0,297.59,67.61
1578360.0,288200.0,1.0,297.72,68.69
1578360.0,292360.0,1.0,297.94,70.52
1578360.0,296520.0,1.0,298.11,72.02
1578360.0,300680.0,1.0,298.34,73.96
1578360.0,304840.0,1.0,298.66,76.61
1578360.0,309000.0,1.0,298.9,78.63
1578360.0,313160.0,1.0,299.05,79.86
1578360.0,317320.0,1.0,299.04,79.81
1578360.0,321480.0,1.0,298.89,78.54
1578360.0,325640.0,1.0,298.66,76.66
1578360.0,329800.0,1.0,298.43,74.72
1578360.0,333960.0,1.0,298.14,72.22
1578360.0,338120.0,1.0,297.97,70.81
1578360.0,342280.0,1.0,297.78,69.24
1578360.0,346440.0,1.0,297.46,66.55
1578360.0,350600.0,1.0,297.21,64.46
1578360.0,354760.0,1.0,296.74,60.47
1578360.0,358920.0,1.0,296.31,56.88
1578360.0,363080.0,1.0,295.84,52.85
1578360.0,367240.0,1.0,295.12,46.85
1578360.0,371400.0,1.0,294.58,42.32
1578360.0,375560.0,1.0,293.95,37.02
1578360.0,379720.0,1.0,293.43,32.66
1578360.0,383880.0,1.0,293.16,30.34
1578360.0,388040.0,1.0,293.02,29.18
1578360.0,392200.0,1.0,293.12,30.0
1578360.0,396360.0,1.0,293.49,33.12
1578360.0,400520.0,1.0,293.98,37.23
1578360.0,404680.0,1.0,294.49,41.56
1578360.0,408840.0,1.0,295.01,45.88
1578360.0,413000.0,1.0,295.26,48.01
1578360.0,417160.0,1.0,295.43,49.42
1578360.0,421320.0,1.0,295.49,49.99
